preference,trait,time
0.03558,0.721,103
0.03544,0.728,104
0.0353,0.735,105
0.03516,0.742,106
0.03502,0.749,107
0.03488,0.756,108
0.03474,0.763,109
0.0346,0.77,110
0.03446,0.777,111
0.03432,0.784,112
0.03418,0.791,113
0.03404,0.798,114
0.0339,0.805,115
0.03376,0.812,116
0.03362,0.819,117
0.03348,0.826,118
0.03334,0.833,119
0.0332,0.84,120
0.03306,0.847,121
0.03292,0.854,122
0.03278,0.861,123
0.03264,0.868,124
0.0325,0.875,125
0.03236,0.882,126
0.03222,0.889,127
0.03208,0.896,128
0.03194,0.903,129
0.0318,0.91,130
0.03166,0.917,131
0.03152,0.924,132
0.03138,0.931,133
0.03124,0.938,134
0.0311,0.945,135
0.03096,0.952,136
0.03082,0.959,137
0.03068,0.966,138
0.03054,0.973,139
0.0304,0.98,140
0.03026,0.987,141
0.03012,0.994,142
0.02998,1.001,143
0.02984,1.008,144
0.0297,1.015,145
0.02956,1.022,146
0.02942,1.029,147
0.02928,1.036,148
0.02914,1.043,149
0.029,1.05,150
0.02886,1.057,151
0.02872,1.064,152
0.02858,1.071,153
0.02844,1.078,154
0.0283,1.085,155
0.02816,1.092,156
0.02802,1.099,157
0.02788,1.106,158
0.02774,1.113,159
0.0276,1.12,160
0.02746,1.127,161
0.02732,1.134,162
0.02718,1.141,163
0.02704,1.148,164
0.0269,1.155,165
0.02676,1.162,166
0.02662,1.169,167
0.02648,1.176,168
0.02634,1.183,169
0.0262,1.19,170
0.02606,1.197,171
0.02592,1.204,172
0.02578,1.211,173
0.02564,1.218,174
0.0255,1.225,175
0.02536,1.232,176
0.02522,1.239,177
0.02508,1.246,178
0.02494,1.253,179
0.0248,1.26,180
0.02466,1.267,181
0.02452,1.274,182
0.02438,1.281,183
0.02424,1.288,184
0.0241,1.295,185
0.02396,1.302,186
0.02382,1.309,187
0.02368,1.316,188
0.02354,1.323,189
0.0234,1.33,190
0.02326,1.337,191
0.02312,1.344,192
0.02298,1.351,193
0.02284,1.358,194
0.0227,1.365,195
0.02256,1.372,196
0.02242,1.379,197
0.02228,1.386,198
0.02214,1.393,199
0.022,1.4,200
0.02186,1.407,201
0.02172,1.414,202
0.02158,1.421,203
0.02144,1.428,204
0.0213,1.435,205
0.02116,1.442,206
0.02102,1.449,207
0.02088,1.456,208
0.02074,1.463,209
0.0206,1.47,210
0.02046,1.477,211
0.02032,1.484,212
0.02018,1.491,213
0.02004,1.498,214
0.0199,1.505,215
0.01976,1.512,216
0.01962,1.519,217
0.01948,1.526,218
0.01934,1.533,219
0.0192,1.54,220
0.01906,1.547,221
0.01892,1.554,222
0.01878,1.561,223
0.01864,1.568,224
0.0185,1.575,225
0.01836,1.582,226
0.01822,1.589,227
0.01808,1.596,228
0.01794,1.603,229
0.0178,1.61,230
0.01766,1.617,231
0.01752,1.624,232
0.01738,1.631,233
0.01724,1.638,234
0.0171,1.645,235
0.01696,1.652,236
0.01682,1.659,237
0.01668,1.666,238
0.01654,1.673,239
0.0164,1.68,240
0.01626,1.687,241
0.01612,1.694,242
0.01598,1.701,243
0.01584,1.708,244
0.0157,1.715,245
0.01556,1.722,246
0.01542,1.729,247
0.01528,1.736,248
0.01514,1.743,249
0.015,1.75,250
0.01486,1.757,251
0.01472,1.764,252
0.01458,1.771,253
0.01444,1.778,254
0.0143,1.785,255
0.01416,1.792,256
0.01402,1.799,257
0.01388,1.806,258
0.01374,1.813,259
0.0136,1.82,260
0.01346,1.827,261
0.01332,1.834,262
0.01318,1.841,263
0.01304,1.848,264
0.0129,1.855,265
0.01276,1.862,266
0.01262,1.869,267
0.01248,1.876,268
0.01234,1.883,269
0.0122,1.89,270
0.01206,1.897,271
0.01192,1.904,272
0.01178,1.911,273
0.01164,1.918,274
0.0115,1.925,275
0.01136,1.932,276
0.01122,1.939,277
0.01108,1.946,278
0.01094,1.953,279
0.0108,1.96,280
0.01066,1.967,281
0.01052,1.974,282
0.01038,1.981,283
0.01024,1.988,284
0.0101,1.995,285
0.00996,2.002,286
0.00982,2.009,287
0.00968,2.016,288
0.00954,2.023,289
0.0094,2.03,290
0.00926,2.037,291
0.00912,2.044,292
0.00898,2.051,293
0.00884,2.058,294
0.0087,2.065,295
0.00856,2.072,296
0.00842,2.079,297
0.00828,2.086,298
0.00814,2.093,299
0.008,2.1,300
0.00786,2.107,301
0.00772,2.114,302
0.00758,2.121,303
0.00744,2.128,304
0.0073,2.135,305
0.00716,2.142,306
0.00702,2.149,307
0.00688,2.156,308
0.00674,2.163,309
0.0066,2.17,310
0.00646,2.177,311
0.00632,2.184,312
0.00618,2.191,313
0.00604,2.198,314
0.0059,2.205,315
0.00576,2.212,316
0.00562,2.219,317
0.00548,2.226,318
0.00534,2.233,319
0.0052,2.24,320
0.00506,2.247,321
0.00492,2.254,322
0.00478,2.261,323
0.00464,2.268,324
0.0045,2.275,325
0.00436,2.282,326
0.00422,2.289,327
0.00408,2.296,328
0.00394,2.303,329
0.0038,2.31,330
0.00366,2.317,331
0.00352,2.324,332
0.00338,2.331,333
0.00324,2.338,334
0.0031,2.345,335
0.00296,2.352,336
0.00282,2.359,337
0.00268,2.366,338
0.00254,2.373,339
0.0024,2.38,340
0.00226,2.387,341
0.00212,2.394,342
0.00198,2.401,343
0.00184,2.408,344
0.0017,2.415,345
0.00156,2.422,346
0.00142,2.429,347
0.00128,2.436,348
0.00114,2.443,349
0.001,2.45,350
0.00086,2.457,351
0.00072,2.464,352
0.00058,2.471,353
0.00044,2.478,354
0.0003,2.485,355
0.00016,2.492,356
2e-05,2.499,357
-0.00012,2.506,358
-0.00026,2.513,359
-0.0004,2.52,360
-0.00054,2.527,361
-0.00068,2.534,362
-0.00082,2.541,363
-0.00096,2.548,364
-0.0011,2.555,365
-0.00124,2.562,366
-0.00138,2.569,367
-0.00152,2.576,368
-0.00166,2.583,369
-0.0018,2.59,370
-0.00194,2.597,371
-0.00208,2.604,372
-0.00222,2.611,373
-0.00236,2.618,374
-0.0025,2.625,375
-0.00264,2.632,376
-0.00278,2.639,377
-0.00292,2.646,378
-0.00306,2.653,379
-0.0032,2.66,380
-0.00334,2.667,381
-0.00348,2.674,382
-0.00362,2.681,383
-0.00376,2.688,384
-0.0039,2.695,385
-0.00404,2.702,386
-0.00418,2.709,387
-0.00432,2.716,388
-0.00446,2.723,389
-0.0046,2.73,390
-0.00474,2.737,391
-0.00488,2.744,392
-0.00502,2.751,393
-0.00516,2.758,394
-0.0053,2.765,395
-0.00544,2.772,396
-0.00558,2.779,397
-0.00572,2.786,398
-0.00586,2.793,399
-0.006,2.8,400
-0.00614,2.807,401
-0.00628,2.814,402
-0.00642,2.821,403
-0.00656,2.828,404
-0.0067,2.835,405
-0.00684,2.842,406
-0.00698,2.849,407
-0.00712,2.856,408
-0.00726,2.863,409
-0.0074,2.87,410
-0.00754,2.877,411
-0.00768,2.884,412
-0.00782,2.891,413
-0.00796,2.898,414
-0.0081,2.905,415
-0.00824,2.912,416
-0.00838,2.919,417
-0.00852,2.926,418
-0.00866,2.933,419
-0.0088,2.94,420
-0.00894,2.947,421
-0.00908,2.954,422
-0.00922,2.961,423
-0.00936,2.968,424
-0.0095,2.975,425
-0.00964,2.982,426
-0.00978,2.989,427
-0.00992,2.996,428
-0.01006,3.003,429
-0.0102,3.01,430
-0.01034,3.017,431
-0.01048,3.024,432
-0.01062,3.031,433
-0.01076,3.038,434
-0.0109,3.045,435
-0.01104,3.052,436
-0.01118,3.059,437
-0.01132,3.066,438
-0.01146,3.073,439
-0.0116,3.08,440
-0.01174,3.087,441
-0.01188,3.094,442
-0.01202,3.101,443
-0.01216,3.108,444
-0.0123,3.115,445
-0.01244,3.122,446
-0.01258,3.129,447
-0.01272,3.136,448
-0.01286,3.143,449
-0.013,3.15,450
-0.01314,3.157,451
-0.01328,3.164,452
-0.01342,3.171,453
-0.01356,3.178,454
-0.0137,3.185,455
-0.01384,3.192,456
-0.01398,3.199,457
-0.01412,3.206,458
-0.01426,3.213,459
-0.0144,3.22,460
-0.01454,3.227,461
-0.01468,3.234,462
-0.01482,3.241,463
-0.01496,3.248,464
-0.0151,3.255,465
-0.01524,3.262,466
-0.01538,3.269,467
-0.01552,3.276,468
-0.01566,3.283,469
-0.0158,3.29,470
-0.01594,3.297,471
-0.01608,3.304,472
-0.01622,3.311,473
-0.01636,3.318,474
-0.0165,3.325,475
-0.01664,3.332,476
-0.01678,3.339,477
-0.01692,3.346,478
-0.01706,3.353,479
-0.0172,3.36,480
-0.01734,3.367,481
-0.01748,3.374,482
-0.01762,3.381,483
-0.01776,3.388,484
-0.0179,3.395,485
-0.01804,3.402,486
-0.01818,3.409,487
-0.01832,3.416,488
-0.01846,3.423,489
-0.0186,3.43,490
-0.01874,3.437,491
-0.01888,3.444,492
-0.01902,3.451,493
-0.01916,3.458,494
-0.0193,3.465,495
-0.01944,3.472,496
-0.01958,3.479,497
-0.01972,3.486,498
-0.01986,3.493,499
-0.02,3.5,500
-0.02014,3.507,501
-0.02028,3.514,502
-0.02042,3.521,503
-0.02056,3.528,504
-0.0207,3.535,505
-0.02084,3.542,506
-0.02098,3.549,507
-0.02112,3.556,508
-0.02126,3.563,509
-0.0214,3.57,510
-0.02154,3.577,511
-0.02168,3.584,512
-0.02182,3.591,513
-0.02196,3.598,514
-0.0221,3.605,515
-0.02224,3.612,516
-0.02238,3.619,517
-0.02252,3.626,518
-0.02266,3.633,519
-0.0228,3.64,520
-0.02294,3.647,521
-0.02308,3.654,522
-0.02322,3.661,523
-0.02336,3.668,524
-0.0235,3.675,525
-0.02364,3.682,526
-0.02378,3.689,527
-0.02392,3.696,528
-0.02406,3.703,529
-0.0242,3.71,530
-0.02434,3.717,531
-0.02448,3.724,532
-0.02462,3.731,533
-0.02476,3.738,534
-0.0249,3.745,535
-0.02504,3.752,536
-0.02518,3.759,537
-0.02532,3.766,538
-0.02546,3.773,539
-0.0256,3.78,540
-0.02574,3.787,541
-0.02588,3.794,542
-0.02602,3.801,543
-0.02616,3.808,544
-0.0263,3.815,545
-0.02644,3.822,546
-0.02658,3.829,547
-0.02672,3.836,548
-0.02686,3.843,549
-0.027,3.85,550
-0.02714,3.857,551
-0.02728,3.864,552
-0.02742,3.871,553
-0.02756,3.878,554
-0.0277,3.885,555
-0.02784,3.892,556
-0.02798,3.899,557
-0.02812,3.906,558
-0.02826,3.913,559
-0.0284,3.92,560
-0.02854,3.927,561
-0.02868,3.934,562
-0.02882,3.941,563
-0.02896,3.948,564
-0.0291,3.955,565
-0.02924,3.962,566
-0.02938,3.969,567
-0.02952,3.976,568
-0.02966,3.983,569
-0.0298,3.99,570
-0.02994,3.997,571
-0.03008,4.004,572
-0.03022,4.011,573
-0.03036,4.018,574
-0.0305,4.025,575
-0.03064,4.032,576
-0.03078,4.039,577
-0.03092,4.046,578
-0.03106,4.053,579
-0.0312,4.06,580
-0.03134,4.067,581
-0.03148,4.074,582
-0.03162,4.081,583
-0.03176,4.088,584
-0.0319,4.095,585
-0.03204,4.102,586
-0.03218,4.109,587
-0.03232,4.116,588
-0.03246,4.123,589
-0.0326,4.13,590
-0.03274,4.137,591
-0.03288,4.144,592
-0.03302,4.151,593
-0.03316,4.158,594
-0.0333,4.165,595
-0.03344,4.172,596
-0.03358,4.179,597
-0.03372,4.186,598
-0.03386,4.193,599
-0.034,4.2,600
-0.03414,4.207,601
-0.03428,4.214,602
-0.03442,4.221,603
-0.03456,4.228,604
-0.0347,4.235,605
-0.03484,4.242,606
-0.03498,4.249,607
-0.03512,4.256,608
-0.03526,4.263,609
-0.0354,4.27,610
-0.03554,4.277,611
-0.03568,4.284,612
-0.03582,4.291,613
-0.03596,4.298,614
-0.0361,4.305,615
-0.03624,4.312,616
-0.03638,4.319,617
-0.03652,4.326,618
-0.03666,4.333,619
-0.0368,4.34,620
-0.03694,4.347,621
-0.03708,4.354,622
-0.03722,4.361,623
-0.03736,4.368,624
-0.0375,4.375,625
-0.03764,4.382,626
-0.03778,4.389,627
-0.03792,4.396,628
-0.03806,4.403,629
-0.0382,4.41,630
-0.03834,4.417,631
-0.03848,4.424,632
-0.03862,4.431,633
-0.03876,4.438,634
-0.0389,4.445,635
-0.03904,4.452,636
-0.03918,4.459,637
-0.03932,4.466,638
-0.03946,4.473,639
-0.0396,4.48,640
-0.03974,4.487,641
-0.03988,4.494,642
-0.04002,4.501,643
-0.04016,4.508,644
-0.0403,4.515,645
-0.04044,4.522,646
-0.04058,4.529,647
-0.04072,4.536,648
-0.04086,4.543,649
-0.041,4.55,650
-0.04114,4.557,651
-0.04128,4.564,652
-0.04142,4.571,653
-0.04156,4.578,654
-0.0417,4.585,655
-0.04184,4.592,656
-0.04198,4.599,657
-0.04212,4.606,658
-0.04226,4.613,659
-0.0424,4.62,660
-0.04254,4.627,661
-0.04268,4.634,662
-0.04282,4.641,663
-0.04296,4.648,664
-0.0431,4.655,665
-0.04324,4.662,666
-0.04338,4.669,667
-0.04352,4.676,668
-0.04366,4.683,669
-0.0438,4.69,670
-0.04394,4.697,671
-0.04408,4.704,672
-0.04422,4.711,673
-0.04436,4.718,674
-0.0445,4.725,675
-0.04464,4.732,676
-0.04478,4.739,677
-0.04492,4.746,678
-0.04506,4.753,679
-0.0452,4.76,680
-0.04534,4.767,681
-0.04548,4.774,682
-0.04562,4.781,683
-0.04576,4.788,684
-0.0459,4.795,685
-0.04604,4.802,686
-0.04618,4.809,687
-0.04632,4.816,688
-0.04646,4.823,689
-0.0466,4.83,690
-0.04674,4.837,691
-0.04688,4.844,692
-0.04702,4.851,693
-0.04716,4.858,694
-0.0473,4.865,695
-0.04744,4.872,696
-0.04758,4.879,697
-0.04772,4.886,698
-0.04786,4.893,699
-0.048,4.9,700
-0.04814,4.907,701
-0.04828,4.914,702
-0.04842,4.921,703
-0.04856,4.928,704
-0.0487,4.935,705
-0.04884,4.942,706
-0.04898,4.949,707
-0.04912,4.956,708
-0.04926,4.963,709
-0.0494,4.97,710
-0.04954,4.977,711
-0.04968,4.984,712
-0.04982,4.991,713
-0.04996,4.998,714
-0.0501,5.005,715
-0.05024,5.012,716
-0.05038,5.019,717
-0.05052,5.026,718
-0.05066,5.033,719
-0.0508,5.04,720
-0.05094,5.047,721
-0.05108,5.054,722
-0.05122,5.061,723
-0.05136,5.068,724
-0.0515,5.075,725
-0.05164,5.082,726
-0.05178,5.089,727
-0.05192,5.096,728
-0.05206,5.103,729
-0.0522,5.11,730
-0.05234,5.117,731
-0.05248,5.124,732
-0.05262,5.131,733
-0.05276,5.138,734
-0.0529,5.145,735
-0.05304,5.152,736
-0.05318,5.159,737
-0.05332,5.166,738
-0.05346,5.173,739
-0.0536,5.18,740
-0.05374,5.187,741
-0.05388,5.194,742
-0.05402,5.201,743
-0.05416,5.208,744
-0.0543,5.215,745
-0.05444,5.222,746
-0.05458,5.229,747
-0.05472,5.236,748
-0.05486,5.243,749
-0.055,5.25,750
-0.05514,5.257,751
-0.05528,5.264,752
-0.05542,5.271,753
-0.05556,5.278,754
-0.0557,5.285,755
-0.05584,5.292,756
-0.05598,5.299,757
-0.05612,5.306,758
-0.05626,5.313,759
-0.0564,5.32,760
-0.05654,5.327,761
-0.05668,5.334,762
-0.05682,5.341,763
-0.05696,5.348,764
-0.0571,5.355,765
-0.05724,5.362,766
-0.05738,5.369,767
-0.05752,5.376,768
-0.05766,5.383,769
-0.0578,5.39,770
-0.05794,5.397,771
-0.05808,5.404,772
-0.05822,5.411,773
-0.05836,5.418,774
-0.0585,5.425,775
-0.05864,5.432,776
-0.05878,5.439,777
-0.05892,5.446,778
-0.05906,5.453,779
-0.0592,5.46,780
-0.05934,5.467,781
-0.05948,5.474,782
-0.05962,5.481,783
-0.05976,5.488,784
-0.0599,5.495,785
-0.06004,5.502,786
-0.06018,5.509,787
-0.06032,5.516,788
-0.06046,5.523,789
-0.0606,5.53,790
-0.06074,5.537,791
-0.06088,5.544,792
-0.06102,5.551,793
-0.06116,5.558,794
-0.0613,5.565,795
-0.06144,5.572,796
-0.06158,5.579,797
-0.06172,5.586,798
-0.06186,5.593,799
-0.062,5.6,800
-0.06214,5.607,801
-0.06228,5.614,802
-0.06242,5.621,803
-0.06256,5.628,804
-0.0627,5.635,805
-0.06284,5.642,806
-0.06298,5.649,807
-0.06312,5.656,808
-0.06326,5.663,809
-0.0634,5.67,810
-0.06354,5.677,811
-0.06368,5.684,812
-0.06382,5.691,813
-0.06396,5.698,814
-0.0641,5.705,815
-0.06424,5.712,816
-0.06438,5.719,817
-0.06452,5.726,818
-0.06466,5.733,819
-0.0648,5.74,820
-0.06494,5.747,821
-0.06508,5.754,822
-0.06522,5.761,823
-0.06536,5.768,824
-0.0655,5.775,825
-0.06564,5.782,826
-0.06578,5.789,827
-0.06592,5.796,828
-0.06606,5.803,829
-0.0662,5.81,830
-0.06634,5.817,831
-0.06648,5.824,832
-0.06662,5.831,833
-0.06676,5.838,834
-0.0669,5.845,835
-0.06704,5.852,836
-0.06718,5.859,837
-0.06732,5.866,838
-0.06746,5.873,839
-0.0676,5.88,840
-0.06774,5.887,841
-0.06788,5.894,842
-0.06802,5.901,843
-0.06816,5.908,844
-0.0683,5.915,845
-0.06844,5.922,846
-0.06858,5.929,847
-0.06872,5.936,848
-0.06886,5.943,849
-0.069,5.95,850
-0.06914,5.957,851
-0.06928,5.964,852
-0.06942,5.971,853
-0.06956,5.978,854
-0.0697,5.985,855
-0.06984,5.992,856
-0.06998,5.999,857
-0.07012,6.006,858
-0.07026,6.013,859
-0.0704,6.02,860
-0.07054,6.027,861
-0.07068,6.034,862
-0.07082,6.041,863
-0.07096,6.048,864
-0.0711,6.055,865
-0.07124,6.062,866
-0.07138,6.069,867
-0.07152,6.076,868
-0.07166,6.083,869
-0.0718,6.09,870
-0.07194,6.097,871
-0.07208,6.104,872
-0.07222,6.111,873
-0.07236,6.118,874
-0.0725,6.125,875
-0.07264,6.132,876
-0.07278,6.139,877
-0.07292,6.146,878
-0.07306,6.153,879
-0.0732,6.16,880
-0.07334,6.167,881
-0.07348,6.174,882
-0.07362,6.181,883
-0.07376,6.188,884
-0.0739,6.195,885
-0.07404,6.202,886
-0.07418,6.209,887
-0.07432,6.216,888
-0.07446,6.223,889
-0.0746,6.23,890
-0.07474,6.237,891
-0.07488,6.244,892
-0.07502,6.251,893
-0.07516,6.258,894
-0.0753,6.265,895
-0.07544,6.272,896
-0.07558,6.279,897
-0.07572,6.286,898
-0.07586,6.293,899
-0.076,6.3,900
-0.07614,6.307,901
-0.07628,6.314,902
-0.07642,6.321,903
-0.07656,6.328,904
-0.0767,6.335,905
-0.07684,6.342,906
-0.07698,6.349,907
-0.07712,6.356,908
-0.07726,6.363,909
-0.0774,6.37,910
-0.07754,6.377,911
-0.07768,6.384,912
-0.07782,6.391,913
-0.07796,6.398,914
-0.0781,6.405,915
-0.07824,6.412,916
-0.07838,6.419,917
-0.07852,6.426,918
-0.07866,6.433,919
-0.0788,6.44,920
-0.07894,6.447,921
-0.07908,6.454,922
-0.07922,6.461,923
-0.07936,6.468,924
-0.0795,6.475,925
-0.07964,6.482,926
-0.07978,6.489,927
-0.07992,6.496,928
-0.08006,6.503,929
-0.0802,6.51,930
-0.08034,6.517,931
-0.08048,6.524,932
-0.08062,6.531,933
-0.08076,6.538,934
-0.0809,6.545,935
-0.08104,6.552,936
-0.08118,6.559,937
-0.08132,6.566,938
-0.08146,6.573,939
-0.0816,6.58,940
-0.08174,6.587,941
-0.08188,6.594,942
-0.08202,6.601,943
-0.08216,6.608,944
-0.0823,6.615,945
-0.08244,6.622,946
-0.08258,6.629,947
-0.08272,6.636,948
-0.08286,6.643,949
-0.083,6.65,950
-0.08314,6.657,951
-0.08328,6.664,952
-0.08342,6.671,953
-0.08356,6.678,954
-0.0837,6.685,955
-0.08384,6.692,956
-0.08398,6.699,957
-0.08412,6.706,958
-0.08426,6.713,959
-0.0844,6.72,960
-0.08454,6.727,961
-0.08468,6.734,962
-0.08482,6.741,963
-0.08496,6.748,964
-0.0851,6.755,965
-0.08524,6.762,966
-0.08538,6.769,967
-0.08552,6.776,968
-0.08566,6.783,969
-0.0858,6.79,970
-0.08594,6.797,971
-0.08608,6.804,972
-0.08622,6.811,973
-0.08636,6.818,974
-0.0865,6.825,975
-0.08664,6.832,976
-0.08678,6.839,977
-0.08692,6.846,978
-0.08706,6.853,979
-0.0872,6.86,980
-0.08734,6.867,981
-0.08748,6.874,982
-0.08762,6.881,983
-0.08776,6.888,984
-0.0879,6.895,985
-0.08804,6.902,986
-0.08818,6.909,987
-0.08832,6.916,988
-0.08846,6.923,989
-0.0886,6.93,990
-0.08874,6.937,991
-0.08888,6.944,992
-0.08902,6.951,993
-0.08916,6.958,994
-0.0893,6.965,995
-0.08944,6.972,996
-0.08958,6.979,997
-0.08972,6.986,998
-0.08986,6.993,999
-0.09,7,1000
